,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
6871,1448,7,20.5,69,1.4,2000,Autumn,No Holiday,Yes,13,9,2018
6872,2329,8,20.9,68,1.3,2000,Autumn,No Holiday,Yes,13,9,2018
6873,1322,9,21.8,64,1.6,2000,Autumn,No Holiday,Yes,13,9,2018
6874,915,10,22.7,61,0.9,2000,Autumn,No Holiday,Yes,13,9,2018
6875,972,11,23.5,61,1.2,2000,Autumn,No Holiday,Yes,13,9,2018
6876,1119,12,24.3,59,1.5,2000,Autumn,No Holiday,Yes,13,9,2018
6877,1014,13,25.1,56,2.0,1964,Autumn,No Holiday,Yes,13,9,2018
6878,1097,14,27.2,49,1.5,1945,Autumn,No Holiday,Yes,13,9,2018
6879,1200,15,27.8,49,1.4,1963,Autumn,No Holiday,Yes,13,9,2018
6880,1436,16,28.2,48,1.4,1995,Autumn,No Holiday,Yes,13,9,2018
6881,2021,17,27.9,51,1.4,2000,Autumn,No Holiday,Yes,13,9,2018
6882,3146,18,26.7,56,1.8,2000,Autumn,No Holiday,Yes,13,9,2018
6883,2365,19,25.4,61,0.6,2000,Autumn,No Holiday,Yes,13,9,2018
6884,2003,20,24.6,62,0.9,2000,Autumn,No Holiday,Yes,13,9,2018
6885,2000,21,23.8,67,0.6,2000,Autumn,No Holiday,Yes,13,9,2018
6886,1713,22,22.8,70,1.0,2000,Autumn,No Holiday,Yes,13,9,2018
6887,1303,23,22.4,73,0.3,1980,Autumn,No Holiday,Yes,13,9,2018
6888,971,0,22.1,74,1.1,1962,Autumn,No Holiday,Yes,14,9,2018
6889,775,1,21.6,75,1.1,1671,Autumn,No Holiday,Yes,14,9,2018
6890,482,2,21.3,75,1.1,2000,Autumn,No Holiday,Yes,14,9,2018
6891,349,3,21.0,76,0.7,1995,Autumn,No Holiday,Yes,14,9,2018
6892,223,4,20.7,76,1.0,2000,Autumn,No Holiday,Yes,14,9,2018
6893,249,5,20.7,77,0.9,2000,Autumn,No Holiday,Yes,14,9,2018
6894,644,6,20.4,78,1.0,2000,Autumn,No Holiday,Yes,14,9,2018
6895,1456,7,20.5,76,1.3,2000,Autumn,No Holiday,Yes,14,9,2018
6896,2253,8,21.4,70,1.5,1986,Autumn,No Holiday,Yes,14,9,2018
6897,1201,9,22.3,69,1.3,2000,Autumn,No Holiday,Yes,14,9,2018
6898,936,10,23.3,65,1.4,1996,Autumn,No Holiday,Yes,14,9,2018
6899,982,11,24.0,64,1.3,2000,Autumn,No Holiday,Yes,14,9,2018
6900,1088,12,25.3,56,1.2,1960,Autumn,No Holiday,Yes,14,9,2018
6901,1155,13,26.4,57,1.2,2000,Autumn,No Holiday,Yes,14,9,2018
6902,1199,14,26.3,58,1.5,1986,Autumn,No Holiday,Yes,14,9,2018
6903,1347,15,26.6,55,1.8,2000,Autumn,No Holiday,Yes,14,9,2018
6904,1503,16,26.3,57,1.6,2000,Autumn,No Holiday,Yes,14,9,2018
6905,2059,17,25.9,56,1.7,2000,Autumn,No Holiday,Yes,14,9,2018
6906,2826,18,25.7,57,1.5,2000,Autumn,No Holiday,Yes,14,9,2018
6907,1996,19,25.3,60,1.2,2000,Autumn,No Holiday,Yes,14,9,2018
6908,1869,20,25.0,61,1.1,2000,Autumn,No Holiday,Yes,14,9,2018
6909,1259,21,24.7,61,1.6,2000,Autumn,No Holiday,Yes,14,9,2018
6910,567,22,24.0,73,2.1,1541,Autumn,No Holiday,Yes,14,9,2018
6911,810,23,22.3,87,1.1,1810,Autumn,No Holiday,Yes,14,9,2018
6912,906,0,21.8,83,1.5,2000,Autumn,No Holiday,Yes,15,9,2018
6913,881,1,21.8,79,1.4,2000,Autumn,No Holiday,Yes,15,9,2018
6914,580,2,21.7,78,1.0,2000,Autumn,No Holiday,Yes,15,9,2018
6915,302,3,21.6,80,1.2,2000,Autumn,No Holiday,Yes,15,9,2018
6916,234,4,21.2,83,0.6,2000,Autumn,No Holiday,Yes,15,9,2018
6917,169,5,21.1,82,0.8,2000,Autumn,No Holiday,Yes,15,9,2018
6918,272,6,21.0,84,0.9,2000,Autumn,No Holiday,Yes,15,9,2018
6919,453,7,21.2,84,0.3,2000,Autumn,No Holiday,Yes,15,9,2018
6920,829,8,21.7,78,0.3,2000,Autumn,No Holiday,Yes,15,9,2018
6921,934,9,22.7,72,1.2,2000,Autumn,No Holiday,Yes,15,9,2018
6922,1017,10,24.4,65,1.6,1972,Autumn,No Holiday,Yes,15,9,2018
6923,1212,11,25.2,64,1.2,1938,Autumn,No Holiday,Yes,15,9,2018
6924,1284,12,25.4,63,0.9,2000,Autumn,No Holiday,Yes,15,9,2018
6925,1465,13,25.8,65,1.0,1996,Autumn,No Holiday,Yes,15,9,2018
6926,1474,14,25.7,67,1.2,2000,Autumn,No Holiday,Yes,15,9,2018
6927,1077,15,25.2,71,0.2,2000,Autumn,No Holiday,Yes,15,9,2018
6928,1273,16,24.4,74,0.6,1996,Autumn,No Holiday,Yes,15,9,2018
6929,1474,17,24.4,75,0.6,2000,Autumn,No Holiday,Yes,15,9,2018
6930,1566,18,24.2,76,1.2,2000,Autumn,No Holiday,Yes,15,9,2018
6931,1578,19,23.8,78,2.2,1991,Autumn,No Holiday,Yes,15,9,2018
6932,1613,20,23.5,80,1.7,1621,Autumn,No Holiday,Yes,15,9,2018
6933,1710,21,23.3,80,0.7,1877,Autumn,No Holiday,Yes,15,9,2018
6934,1566,22,23.1,79,0.6,1891,Autumn,No Holiday,Yes,15,9,2018
6935,1210,23,22.9,81,0.9,1550,Autumn,No Holiday,Yes,15,9,2018
6936,1014,0,22.8,82,1.5,935,Autumn,No Holiday,Yes,16,9,2018
6937,764,1,22.8,84,0.9,827,Autumn,No Holiday,Yes,16,9,2018
6938,432,2,22.8,85,0.8,708,Autumn,No Holiday,Yes,16,9,2018
6939,258,3,22.6,89,0.6,578,Autumn,No Holiday,Yes,16,9,2018
6940,188,4,22.5,89,0.7,444,Autumn,No Holiday,Yes,16,9,2018
6941,123,5,22.2,90,1.4,514,Autumn,No Holiday,Yes,16,9,2018
6942,137,6,22.0,90,1.3,471,Autumn,No Holiday,Yes,16,9,2018
6943,258,7,21.9,95,1.3,424,Autumn,No Holiday,Yes,16,9,2018
6944,464,8,21.9,88,1.6,601,Autumn,No Holiday,Yes,16,9,2018
6945,725,9,22.3,84,1.9,751,Autumn,No Holiday,Yes,16,9,2018
6946,813,10,22.9,74,1.3,1162,Autumn,No Holiday,Yes,16,9,2018
6947,1014,11,23.4,61,2.1,1964,Autumn,No Holiday,Yes,16,9,2018
6948,989,12,23.7,64,1.9,1474,Autumn,No Holiday,Yes,16,9,2018
6949,754,13,23.6,66,2.1,1689,Autumn,No Holiday,Yes,16,9,2018
6950,409,14,23.4,72,2.2,682,Autumn,No Holiday,Yes,16,9,2018
6951,222,15,23.2,83,1.5,349,Autumn,No Holiday,Yes,16,9,2018
6952,142,16,22.5,86,2.5,342,Autumn,No Holiday,Yes,16,9,2018
6953,322,17,22.0,89,2.2,285,Autumn,No Holiday,Yes,16,9,2018
6954,520,18,21.5,89,3.0,350,Autumn,No Holiday,Yes,16,9,2018
6955,852,19,21.2,87,2.7,479,Autumn,No Holiday,Yes,16,9,2018
6956,1073,20,21.1,88,1.7,404,Autumn,No Holiday,Yes,16,9,2018
6957,1146,21,21.2,88,1.7,373,Autumn,No Holiday,Yes,16,9,2018
6958,988,22,21.4,87,2.4,540,Autumn,No Holiday,Yes,16,9,2018
6959,571,23,21.3,80,2.6,1203,Autumn,No Holiday,Yes,16,9,2018
6960,531,0,21.0,82,1.8,958,Autumn,No Holiday,Yes,17,9,2018
6961,337,1,20.5,73,1.9,1693,Autumn,No Holiday,Yes,17,9,2018
6962,227,2,20.3,81,1.9,1234,Autumn,No Holiday,Yes,17,9,2018
6963,186,3,20.2,82,1.4,1202,Autumn,No Holiday,Yes,17,9,2018
6964,160,4,20.0,81,2.0,1313,Autumn,No Holiday,Yes,17,9,2018
6965,246,5,19.4,84,1.6,1252,Autumn,No Holiday,Yes,17,9,2018
6966,625,6,18.8,88,1.2,798,Autumn,No Holiday,Yes,17,9,2018
6967,1487,7,18.5,88,1.4,695,Autumn,No Holiday,Yes,17,9,2018
6968,2276,8,18.9,77,0.6,1109,Autumn,No Holiday,Yes,17,9,2018
6969,1185,9,20.5,66,1.1,1711,Autumn,No Holiday,Yes,17,9,2018
6970,868,10,21.7,60,1.7,1540,Autumn,No Holiday,Yes,17,9,2018
6971,954,11,23.8,54,2.1,1626,Autumn,No Holiday,Yes,17,9,2018
6972,1083,12,25.2,50,1.7,1710,Autumn,No Holiday,Yes,17,9,2018
6973,1069,13,25.6,50,3.8,1876,Autumn,No Holiday,Yes,17,9,2018
6974,1092,14,26.7,40,3.3,1822,Autumn,No Holiday,Yes,17,9,2018
6975,1207,15,27.4,33,2.7,1955,Autumn,No Holiday,Yes,17,9,2018
6976,1445,16,27.6,37,2.8,1935,Autumn,No Holiday,Yes,17,9,2018
6977,2056,17,27.3,43,2.6,2000,Autumn,No Holiday,Yes,17,9,2018
6978,3277,18,25.3,56,2.8,1992,Autumn,No Holiday,Yes,17,9,2018
6979,2489,19,23.0,63,3.1,2000,Autumn,No Holiday,Yes,17,9,2018
6980,2232,20,21.9,65,2.5,1986,Autumn,No Holiday,Yes,17,9,2018
6981,2100,21,21.3,66,2.3,1989,Autumn,No Holiday,Yes,17,9,2018
6982,1865,22,20.8,65,0.9,2000,Autumn,No Holiday,Yes,17,9,2018
6983,1293,23,20.2,68,1.2,1963,Autumn,No Holiday,Yes,17,9,2018
6984,0,0,19.5,73,1.2,1916,Autumn,No Holiday,No,18,9,2018
6985,0,1,19.3,71,0.4,1912,Autumn,No Holiday,No,18,9,2018
6986,0,2,18.8,74,0.2,1866,Autumn,No Holiday,No,18,9,2018
6987,0,3,18.7,76,0.5,1916,Autumn,No Holiday,No,18,9,2018
6988,0,4,18.3,78,0.4,1906,Autumn,No Holiday,No,18,9,2018
6989,0,5,17.9,77,0.5,1658,Autumn,No Holiday,No,18,9,2018
6990,0,6,17.7,77,0.2,1757,Autumn,No Holiday,No,18,9,2018
6991,0,7,17.8,76,0.5,1729,Autumn,No Holiday,No,18,9,2018
6992,0,8,18.7,73,0.9,1501,Autumn,No Holiday,No,18,9,2018
6993,0,9,20.8,64,1.1,1205,Autumn,No Holiday,No,18,9,2018
6994,0,10,22.7,54,1.0,1619,Autumn,No Holiday,No,18,9,2018
6995,0,11,24.1,46,2.1,1678,Autumn,No Holiday,No,18,9,2018
6996,0,12,24.7,43,1.8,1809,Autumn,No Holiday,No,18,9,2018
6997,0,13,25.6,40,2.5,1704,Autumn,No Holiday,No,18,9,2018
6998,0,14,26.1,37,2.3,1749,Autumn,No Holiday,No,18,9,2018
6999,0,15,26.1,43,2.8,1785,Autumn,No Holiday,No,18,9,2018
7000,0,16,26.4,34,2.5,1953,Autumn,No Holiday,No,18,9,2018
7001,0,17,25.5,38,2.9,1997,Autumn,No Holiday,No,18,9,2018
7002,0,18,24.8,48,1.4,2000,Autumn,No Holiday,No,18,9,2018
7003,0,19,23.2,57,2.2,2000,Autumn,No Holiday,No,18,9,2018
7004,0,20,22.6,58,1.4,2000,Autumn,No Holiday,No,18,9,2018
7005,0,21,22.1,61,1.5,2000,Autumn,No Holiday,No,18,9,2018
7006,0,22,21.8,65,0.3,2000,Autumn,No Holiday,No,18,9,2018
7007,0,23,21.2,69,1.3,1999,Autumn,No Holiday,No,18,9,2018
7008,0,0,21.0,66,0.4,2000,Autumn,No Holiday,No,19,9,2018
7009,0,1,20.5,64,0.4,2000,Autumn,No Holiday,No,19,9,2018
7010,0,2,20.0,70,0.2,2000,Autumn,No Holiday,No,19,9,2018
7011,0,3,19.7,70,0.5,2000,Autumn,No Holiday,No,19,9,2018
7012,0,4,19.5,70,0.5,2000,Autumn,No Holiday,No,19,9,2018
7013,0,5,19.3,73,0.9,1782,Autumn,No Holiday,No,19,9,2018
7014,0,6,19.0,76,0.3,1488,Autumn,No Holiday,No,19,9,2018
7015,0,7,19.0,74,0.8,1650,Autumn,No Holiday,No,19,9,2018
7016,0,8,19.8,71,1.1,1534,Autumn,No Holiday,No,19,9,2018
7017,0,9,21.5,61,0.8,1774,Autumn,No Holiday,No,19,9,2018
7018,0,10,22.9,59,1.1,1819,Autumn,No Holiday,No,19,9,2018
7019,0,11,23.6,55,0.6,1723,Autumn,No Holiday,No,19,9,2018
7020,0,12,24.9,51,1.2,1619,Autumn,No Holiday,No,19,9,2018
7021,0,13,26.5,39,1.7,1560,Autumn,No Holiday,No,19,9,2018
7022,0,14,26.1,40,1.2,1840,Autumn,No Holiday,No,19,9,2018
7023,0,15,25.9,39,1.4,1836,Autumn,No Holiday,No,19,9,2018
7024,0,16,25.6,41,1.2,1594,Autumn,No Holiday,No,19,9,2018
7025,0,17,25.0,44,1.3,1883,Autumn,No Holiday,No,19,9,2018
7026,0,18,24.0,55,2.2,1691,Autumn,No Holiday,No,19,9,2018
7027,0,19,23.5,58,0.4,1836,Autumn,No Holiday,No,19,9,2018
7028,0,20,22.6,67,0.3,1737,Autumn,No Holiday,No,19,9,2018
7029,0,21,21.7,63,1.8,1078,Autumn,No Holiday,No,19,9,2018
7030,0,22,20.9,71,1.6,1057,Autumn,No Holiday,No,19,9,2018
7031,0,23,20.4,57,0.9,2000,Autumn,No Holiday,No,19,9,2018
7032,886,0,20.1,58,0.3,2000,Autumn,No Holiday,Yes,20,9,2018
7033,761,1,20.0,59,1.1,1999,Autumn,No Holiday,Yes,20,9,2018
7034,524,2,19.9,64,1.5,1755,Autumn,No Holiday,Yes,20,9,2018
7035,294,3,19.6,72,1.7,1140,Autumn,No Holiday,Yes,20,9,2018
7036,241,4,19.6,74,1.4,847,Autumn,No Holiday,Yes,20,9,2018
7037,137,5,19.5,74,1.8,1421,Autumn,No Holiday,Yes,20,9,2018
7038,47,6,18.8,85,1.4,412,Autumn,No Holiday,Yes,20,9,2018
7039,130,7,18.0,95,1.6,375,Autumn,No Holiday,Yes,20,9,2018
7040,299,8,18.0,91,1.3,896,Autumn,No Holiday,Yes,20,9,2018
7041,89,9,18.2,93,1.4,572,Autumn,No Holiday,Yes,20,9,2018
7042,87,10,18.4,91,1.2,394,Autumn,No Holiday,Yes,20,9,2018
7043,111,11,18.8,95,1.5,597,Autumn,No Holiday,Yes,20,9,2018
7044,180,12,19.0,91,1.7,965,Autumn,No Holiday,Yes,20,9,2018
7045,301,13,18.9,89,2.6,586,Autumn,No Holiday,Yes,20,9,2018
7046,573,14,19.3,83,2.3,2000,Autumn,No Holiday,Yes,20,9,2018
7047,696,15,19.4,79,1.4,2000,Autumn,No Holiday,Yes,20,9,2018
7048,912,16,19.5,75,2.1,2000,Autumn,No Holiday,Yes,20,9,2018
7049,1290,17,19.3,76,2.1,2000,Autumn,No Holiday,Yes,20,9,2018
7050,1786,18,19.1,77,2.5,2000,Autumn,No Holiday,Yes,20,9,2018
7051,1272,19,18.9,78,2.2,2000,Autumn,No Holiday,Yes,20,9,2018
7052,898,20,19.1,77,2.2,1834,Autumn,No Holiday,Yes,20,9,2018
7053,784,21,18.7,84,2.7,1744,Autumn,No Holiday,Yes,20,9,2018
7054,1049,22,18.4,85,2.1,1772,Autumn,No Holiday,Yes,20,9,2018
7055,935,23,18.7,80,1.7,2000,Autumn,No Holiday,Yes,20,9,2018
7056,809,0,18.9,78,2.1,2000,Autumn,No Holiday,Yes,21,9,2018
7057,674,1,19.0,78,1.6,2000,Autumn,No Holiday,Yes,21,9,2018
7058,122,2,19.1,78,1.3,2000,Autumn,No Holiday,Yes,21,9,2018
7059,28,3,18.5,88,1.2,659,Autumn,No Holiday,Yes,21,9,2018
7060,24,4,17.9,95,1.7,1298,Autumn,No Holiday,Yes,21,9,2018
7061,24,5,17.8,93,1.8,2000,Autumn,No Holiday,Yes,21,9,2018
7062,23,6,17.6,95,1.7,974,Autumn,No Holiday,Yes,21,9,2018
7063,45,7,17.6,96,1.7,310,Autumn,No Holiday,Yes,21,9,2018
7064,127,8,17.8,97,2.0,1284,Autumn,No Holiday,Yes,21,9,2018
7065,47,9,18.2,96,1.3,1251,Autumn,No Holiday,Yes,21,9,2018
7066,78,10,18.4,96,2.0,1124,Autumn,No Holiday,Yes,21,9,2018
7067,98,11,18.9,91,1.8,1938,Autumn,No Holiday,Yes,21,9,2018
7068,143,12,19.1,91,2.0,1971,Autumn,No Holiday,Yes,21,9,2018
7069,600,13,19.8,88,0.9,1796,Autumn,No Holiday,Yes,21,9,2018
7070,972,14,21.4,76,1.4,2000,Autumn,No Holiday,Yes,21,9,2018
7071,1288,15,21.8,76,1.4,2000,Autumn,No Holiday,Yes,21,9,2018
7072,1550,16,21.5,78,1.2,2000,Autumn,No Holiday,Yes,21,9,2018
7073,1904,17,21.2,77,1.2,2000,Autumn,No Holiday,Yes,21,9,2018
7074,2235,18,20.9,77,0.6,2000,Autumn,No Holiday,Yes,21,9,2018
7075,1720,19,20.3,81,1.0,2000,Autumn,No Holiday,Yes,21,9,2018
7076,1551,20,20.0,82,0.4,2000,Autumn,No Holiday,Yes,21,9,2018
7077,1540,21,19.9,82,0.6,2000,Autumn,No Holiday,Yes,21,9,2018
7078,1493,22,19.7,82,0.5,2000,Autumn,No Holiday,Yes,21,9,2018
7079,1171,23,19.5,82,0.6,2000,Autumn,No Holiday,Yes,21,9,2018
7080,953,0,19.5,81,1.1,2000,Autumn,No Holiday,Yes,22,9,2018
7081,875,1,19.5,83,1.5,1459,Autumn,No Holiday,Yes,22,9,2018
7082,655,2,19.4,85,0.0,1533,Autumn,No Holiday,Yes,22,9,2018
7083,458,3,18.8,90,1.0,1191,Autumn,No Holiday,Yes,22,9,2018
7084,96,4,18.9,88,0.8,1226,Autumn,No Holiday,Yes,22,9,2018
7085,93,5,18.8,96,0.2,973,Autumn,No Holiday,Yes,22,9,2018
7086,215,6,18.4,95,0.1,752,Autumn,No Holiday,Yes,22,9,2018
7087,363,7,18.1,96,0.9,557,Autumn,No Holiday,Yes,22,9,2018
7088,654,8,18.2,86,0.0,858,Autumn,No Holiday,Yes,22,9,2018
7089,810,9,19.7,78,1.3,740,Autumn,No Holiday,Yes,22,9,2018
7090,925,10,21.8,67,1.9,878,Autumn,No Holiday,Yes,22,9,2018
7091,1062,11,22.7,55,2.7,1297,Autumn,No Holiday,Yes,22,9,2018
7092,1273,12,24.2,43,2.2,1798,Autumn,No Holiday,Yes,22,9,2018
7093,1409,13,24.9,32,3.9,2000,Autumn,No Holiday,Yes,22,9,2018
7094,1532,14,25.2,28,4.4,2000,Autumn,No Holiday,Yes,22,9,2018
7095,1814,15,25.4,32,3.8,1980,Autumn,No Holiday,Yes,22,9,2018
7096,1840,16,25.3,38,3.0,2000,Autumn,No Holiday,Yes,22,9,2018
7097,2045,17,24.6,35,3.6,1990,Autumn,No Holiday,Yes,22,9,2018
7098,1939,18,23.2,36,2.8,2000,Autumn,No Holiday,Yes,22,9,2018
7099,1743,19,21.3,43,2.8,2000,Autumn,No Holiday,Yes,22,9,2018
7100,1604,20,20.4,52,1.2,2000,Autumn,No Holiday,Yes,22,9,2018
7101,1502,21,19.4,55,0.8,2000,Autumn,No Holiday,Yes,22,9,2018
7102,1430,22,18.6,62,0.6,2000,Autumn,No Holiday,Yes,22,9,2018
7103,1108,23,17.9,66,1.0,2000,Autumn,No Holiday,Yes,22,9,2018
7104,880,0,17.2,69,0.6,2000,Autumn,Holiday,Yes,23,9,2018
7105,644,1,16.4,66,0.1,2000,Autumn,Holiday,Yes,23,9,2018
7106,489,2,16.0,72,1.3,2000,Autumn,Holiday,Yes,23,9,2018
7107,334,3,15.8,70,0.8,2000,Autumn,Holiday,Yes,23,9,2018
7108,202,4,16.2,69,0.7,2000,Autumn,Holiday,Yes,23,9,2018
7109,106,5,16.3,67,0.8,2000,Autumn,Holiday,Yes,23,9,2018
7110,144,6,16.5,73,1.2,2000,Autumn,Holiday,Yes,23,9,2018
7111,261,7,16.5,74,0.4,2000,Autumn,Holiday,Yes,23,9,2018
7112,439,8,17.0,69,1.2,2000,Autumn,Holiday,Yes,23,9,2018
7113,534,9,18.4,59,1.0,1951,Autumn,Holiday,Yes,23,9,2018
7114,620,10,19.3,59,0.2,2000,Autumn,Holiday,Yes,23,9,2018
7115,764,11,20.1,57,3.0,1929,Autumn,Holiday,Yes,23,9,2018
7116,915,12,20.8,52,1.2,1984,Autumn,Holiday,Yes,23,9,2018
7117,1031,13,22.7,44,1.4,1913,Autumn,Holiday,Yes,23,9,2018
7118,1136,14,24.2,40,1.2,1953,Autumn,Holiday,Yes,23,9,2018
7119,1366,15,25.0,28,2.2,2000,Autumn,Holiday,Yes,23,9,2018
7120,1502,16,24.6,29,4.0,1988,Autumn,Holiday,Yes,23,9,2018
7121,1591,17,24.1,41,2.4,2000,Autumn,Holiday,Yes,23,9,2018
7122,1492,18,22.3,53,2.7,2000,Autumn,Holiday,Yes,23,9,2018
7123,1333,19,21.0,54,2.9,2000,Autumn,Holiday,Yes,23,9,2018
7124,1287,20,20.2,48,3.3,2000,Autumn,Holiday,Yes,23,9,2018
7125,1148,21,19.1,38,2.1,2000,Autumn,Holiday,Yes,23,9,2018
7126,1074,22,18.5,40,2.5,2000,Autumn,Holiday,Yes,23,9,2018
7127,768,23,17.7,45,1.1,2000,Autumn,Holiday,Yes,23,9,2018
7128,620,0,17.2,50,1.7,2000,Autumn,Holiday,Yes,24,9,2018
7129,426,1,16.8,53,2.0,2000,Autumn,Holiday,Yes,24,9,2018
7130,302,2,16.1,57,0.7,2000,Autumn,Holiday,Yes,24,9,2018
7131,216,3,15.5,63,0.3,2000,Autumn,Holiday,Yes,24,9,2018
7132,141,4,14.9,68,0.9,2000,Autumn,Holiday,Yes,24,9,2018
7133,105,5,14.4,66,0.3,2000,Autumn,Holiday,Yes,24,9,2018
7134,141,6,14.3,66,0.5,2000,Autumn,Holiday,Yes,24,9,2018
7135,205,7,14.7,61,2.1,2000,Autumn,Holiday,Yes,24,9,2018
7136,296,8,15.4,52,2.2,1985,Autumn,Holiday,Yes,24,9,2018
7137,310,9,17.0,43,2.1,1993,Autumn,Holiday,Yes,24,9,2018
7138,426,10,18.5,38,3.3,2000,Autumn,Holiday,Yes,24,9,2018
7139,588,11,19.4,31,4.1,1966,Autumn,Holiday,Yes,24,9,2018
7140,754,12,20.3,34,2.6,2000,Autumn,Holiday,Yes,24,9,2018
7141,885,13,20.9,30,3.5,2000,Autumn,Holiday,Yes,24,9,2018
7142,1099,14,21.3,30,4.3,2000,Autumn,Holiday,Yes,24,9,2018
7143,1273,15,21.8,32,3.3,2000,Autumn,Holiday,Yes,24,9,2018
7144,1433,16,22.0,31,2.7,2000,Autumn,Holiday,Yes,24,9,2018
7145,1442,17,21.6,32,3.1,2000,Autumn,Holiday,Yes,24,9,2018
7146,1237,18,20.3,35,2.4,2000,Autumn,Holiday,Yes,24,9,2018
7147,1280,19,18.6,54,2.7,2000,Autumn,Holiday,Yes,24,9,2018
7148,1227,20,17.6,57,1.4,2000,Autumn,Holiday,Yes,24,9,2018
7149,1145,21,16.8,58,1.2,2000,Autumn,Holiday,Yes,24,9,2018
7150,958,22,16.6,47,3.9,2000,Autumn,Holiday,Yes,24,9,2018
7151,750,23,15.7,51,0.4,2000,Autumn,Holiday,Yes,24,9,2018
7152,558,0,14.7,55,1.6,2000,Autumn,Holiday,Yes,25,9,2018
7153,408,1,13.8,60,0.8,2000,Autumn,Holiday,Yes,25,9,2018
7154,292,2,13.4,62,0.2,2000,Autumn,Holiday,Yes,25,9,2018
7155,222,3,12.7,67,0.5,2000,Autumn,Holiday,Yes,25,9,2018
7156,157,4,12.0,69,0.5,2000,Autumn,Holiday,Yes,25,9,2018
7157,105,5,11.5,70,0.5,2000,Autumn,Holiday,Yes,25,9,2018
7158,132,6,11.2,70,0.9,2000,Autumn,Holiday,Yes,25,9,2018
7159,262,7,10.8,72,0.9,2000,Autumn,Holiday,Yes,25,9,2018
7160,440,8,12.0,61,1.3,1988,Autumn,Holiday,Yes,25,9,2018
7161,542,9,15.3,49,1.0,2000,Autumn,Holiday,Yes,25,9,2018
7162,667,10,18.0,44,1.3,1984,Autumn,Holiday,Yes,25,9,2018
7163,853,11,20.1,40,1.6,1985,Autumn,Holiday,Yes,25,9,2018
7164,1045,12,21.7,36,2.0,2000,Autumn,Holiday,Yes,25,9,2018
7165,1309,13,22.9,30,2.0,2000,Autumn,Holiday,Yes,25,9,2018
7166,1522,14,23.7,28,1.4,2000,Autumn,Holiday,Yes,25,9,2018
7167,1747,15,24.1,26,1.6,2000,Autumn,Holiday,Yes,25,9,2018
7168,1955,16,24.2,28,1.7,2000,Autumn,Holiday,Yes,25,9,2018
7169,2033,17,22.9,33,1.4,2000,Autumn,Holiday,Yes,25,9,2018
7170,1885,18,21.6,37,1.0,2000,Autumn,Holiday,Yes,25,9,2018
7171,1608,19,20.3,39,0.6,2000,Autumn,Holiday,Yes,25,9,2018
7172,1583,20,19.3,45,0.4,2000,Autumn,Holiday,Yes,25,9,2018
7173,1565,21,18.5,48,1.0,2000,Autumn,Holiday,Yes,25,9,2018
7174,1418,22,17.7,52,1.0,2000,Autumn,Holiday,Yes,25,9,2018
7175,1042,23,17.4,49,1.2,2000,Autumn,Holiday,Yes,25,9,2018
7176,880,0,17.0,51,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
7177,594,1,16.6,53,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
7178,453,2,16.6,54,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
7179,355,3,16.5,57,1.6,2000,Autumn,No Holiday,Yes,26,9,2018
7180,222,4,16.4,59,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
7181,150,5,16.3,61,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
7182,230,6,16.3,62,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
7183,335,7,16.3,62,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
7184,598,8,16.7,60,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
7185,680,9,17.7,54,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
7186,923,10,19.4,47,2.3,2000,Autumn,No Holiday,Yes,26,9,2018
7187,1152,11,20.5,42,2.1,1981,Autumn,No Holiday,Yes,26,9,2018
7188,1358,12,22.5,37,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
7189,1686,13,23.4,34,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
7190,1972,14,24.1,33,1.3,2000,Autumn,No Holiday,Yes,26,9,2018
7191,2170,15,24.7,35,1.2,2000,Autumn,No Holiday,Yes,26,9,2018
7192,2270,16,24.4,35,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
7193,2349,17,23.6,38,1.4,2000,Autumn,No Holiday,Yes,26,9,2018
7194,2339,18,22.1,45,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
7195,1937,19,20.7,46,1.0,2000,Autumn,No Holiday,Yes,26,9,2018
7196,1653,20,20.0,46,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
7197,1529,21,18.9,43,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
7198,1249,22,18.1,43,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
7199,934,23,17.4,46,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
7200,770,0,16.7,50,1.7,2000,Autumn,No Holiday,Yes,27,9,2018
7201,488,1,16.1,53,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
7202,326,2,15.7,53,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
7203,178,3,14.9,57,1.1,2000,Autumn,No Holiday,Yes,27,9,2018
