Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day,Day,Month,Year
157,4,12.0,69,0.5,2000,Autumn,Holiday,Yes,25,9,2018
105,5,11.5,70,0.5,2000,Autumn,Holiday,Yes,25,9,2018
132,6,11.2,70,0.9,2000,Autumn,Holiday,Yes,25,9,2018
262,7,10.8,72,0.9,2000,Autumn,Holiday,Yes,25,9,2018
440,8,12.0,61,1.3,1988,Autumn,Holiday,Yes,25,9,2018
542,9,15.3,49,1.0,2000,Autumn,Holiday,Yes,25,9,2018
667,10,18.0,44,1.3,1984,Autumn,Holiday,Yes,25,9,2018
853,11,20.1,40,1.6,1985,Autumn,Holiday,Yes,25,9,2018
1045,12,21.7,36,2.0,2000,Autumn,Holiday,Yes,25,9,2018
1309,13,22.9,30,2.0,2000,Autumn,Holiday,Yes,25,9,2018
1522,14,23.7,28,1.4,2000,Autumn,Holiday,Yes,25,9,2018
1747,15,24.1,26,1.6,2000,Autumn,Holiday,Yes,25,9,2018
1955,16,24.2,28,1.7,2000,Autumn,Holiday,Yes,25,9,2018
2033,17,22.9,33,1.4,2000,Autumn,Holiday,Yes,25,9,2018
1885,18,21.6,37,1.0,2000,Autumn,Holiday,Yes,25,9,2018
1608,19,20.3,39,0.6,2000,Autumn,Holiday,Yes,25,9,2018
1583,20,19.3,45,0.4,2000,Autumn,Holiday,Yes,25,9,2018
1565,21,18.5,48,1.0,2000,Autumn,Holiday,Yes,25,9,2018
1418,22,17.7,52,1.0,2000,Autumn,Holiday,Yes,25,9,2018
1042,23,17.4,49,1.2,2000,Autumn,Holiday,Yes,25,9,2018
880,0,17.0,51,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
594,1,16.6,53,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
453,2,16.6,54,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
355,3,16.5,57,1.6,2000,Autumn,No Holiday,Yes,26,9,2018
222,4,16.4,59,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
150,5,16.3,61,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
230,6,16.3,62,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
335,7,16.3,62,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
598,8,16.7,60,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
680,9,17.7,54,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
923,10,19.4,47,2.3,2000,Autumn,No Holiday,Yes,26,9,2018
1152,11,20.5,42,2.1,1981,Autumn,No Holiday,Yes,26,9,2018
1358,12,22.5,37,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
1686,13,23.4,34,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
1972,14,24.1,33,1.3,2000,Autumn,No Holiday,Yes,26,9,2018
2170,15,24.7,35,1.2,2000,Autumn,No Holiday,Yes,26,9,2018
2270,16,24.4,35,1.8,2000,Autumn,No Holiday,Yes,26,9,2018
2349,17,23.6,38,1.4,2000,Autumn,No Holiday,Yes,26,9,2018
2339,18,22.1,45,1.5,2000,Autumn,No Holiday,Yes,26,9,2018
1937,19,20.7,46,1.0,2000,Autumn,No Holiday,Yes,26,9,2018
1653,20,20.0,46,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
1529,21,18.9,43,2.0,2000,Autumn,No Holiday,Yes,26,9,2018
1249,22,18.1,43,1.7,2000,Autumn,No Holiday,Yes,26,9,2018
934,23,17.4,46,2.1,2000,Autumn,No Holiday,Yes,26,9,2018
770,0,16.7,50,1.7,2000,Autumn,No Holiday,Yes,27,9,2018
488,1,16.1,53,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
326,2,15.7,53,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
178,3,14.9,57,1.1,2000,Autumn,No Holiday,Yes,27,9,2018
151,4,14.4,58,1.1,2000,Autumn,No Holiday,Yes,27,9,2018
207,5,13.9,60,0.6,2000,Autumn,No Holiday,Yes,27,9,2018
589,6,13.4,61,0.8,2000,Autumn,No Holiday,Yes,27,9,2018
1364,7,13.2,60,0.5,2000,Autumn,No Holiday,Yes,27,9,2018
2129,8,14.8,51,1.1,2000,Autumn,No Holiday,Yes,27,9,2018
1120,9,17.7,48,1.5,2000,Autumn,No Holiday,Yes,27,9,2018
907,10,19.9,47,1.8,1989,Autumn,No Holiday,Yes,27,9,2018
1019,11,21.3,43,1.7,1998,Autumn,No Holiday,Yes,27,9,2018
1189,12,23.2,42,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
1191,13,23.0,39,1.7,2000,Autumn,No Holiday,Yes,27,9,2018
1305,14,24.6,34,1.5,2000,Autumn,No Holiday,Yes,27,9,2018
1404,15,23.4,35,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
1636,16,23.6,31,1.1,2000,Autumn,No Holiday,Yes,27,9,2018
2189,17,24.3,31,1.5,2000,Autumn,No Holiday,Yes,27,9,2018
3154,18,22.5,38,0.8,2000,Autumn,No Holiday,Yes,27,9,2018
2422,19,20.6,44,0.7,2000,Autumn,No Holiday,Yes,27,9,2018
2098,20,19.5,47,1.2,2000,Autumn,No Holiday,Yes,27,9,2018
1930,21,18.7,48,1.3,2000,Autumn,No Holiday,Yes,27,9,2018
1801,22,17.9,50,1.0,2000,Autumn,No Holiday,Yes,27,9,2018
1222,23,17.7,51,1.4,2000,Autumn,No Holiday,Yes,27,9,2018
0,0,17.1,52,1.4,2000,Autumn,No Holiday,No,28,9,2018
0,1,16.5,53,1.5,2000,Autumn,No Holiday,No,28,9,2018
0,2,16.0,56,1.5,2000,Autumn,No Holiday,No,28,9,2018
0,3,15.3,59,1.6,2000,Autumn,No Holiday,No,28,9,2018
0,4,14.7,62,1.5,2000,Autumn,No Holiday,No,28,9,2018
0,5,14.5,60,1.4,2000,Autumn,No Holiday,No,28,9,2018
0,6,14.4,61,1.2,2000,Autumn,No Holiday,No,28,9,2018
0,7,14.5,62,1.5,2000,Autumn,No Holiday,No,28,9,2018
0,8,15.2,58,1.7,2000,Autumn,No Holiday,No,28,9,2018
0,9,16.5,50,1.2,2000,Autumn,No Holiday,No,28,9,2018
0,10,17.4,51,1.3,1989,Autumn,No Holiday,No,28,9,2018
0,11,17.9,54,1.4,2000,Autumn,No Holiday,No,28,9,2018
0,12,19.0,52,1.2,2000,Autumn,No Holiday,No,28,9,2018
0,13,19.1,53,1.4,2000,Autumn,No Holiday,No,28,9,2018
0,14,19.4,53,1.4,2000,Autumn,No Holiday,No,28,9,2018
0,15,20.3,52,1.3,2000,Autumn,No Holiday,No,28,9,2018
0,16,21.9,46,1.2,1995,Autumn,No Holiday,No,28,9,2018
0,17,21.7,52,1.1,2000,Autumn,No Holiday,No,28,9,2018
0,18,20.4,56,1.7,2000,Autumn,No Holiday,No,28,9,2018
0,19,19.3,61,0.8,2000,Autumn,No Holiday,No,28,9,2018
0,20,18.0,67,0.7,2000,Autumn,No Holiday,No,28,9,2018
0,21,17.8,66,1.1,2000,Autumn,No Holiday,No,28,9,2018
0,22,17.1,70,1.0,2000,Autumn,No Holiday,No,28,9,2018
0,23,16.6,69,1.0,2000,Autumn,No Holiday,No,28,9,2018
1037,0,16.6,69,1.0,2000,Autumn,No Holiday,Yes,29,9,2018
982,1,16.2,71,0.9,2000,Autumn,No Holiday,Yes,29,9,2018
690,2,15.8,71,1.1,2000,Autumn,No Holiday,Yes,29,9,2018
493,3,15.5,73,1.0,2000,Autumn,No Holiday,Yes,29,9,2018
301,4,15.4,74,0.9,2000,Autumn,No Holiday,Yes,29,9,2018
208,5,15.0,77,0.5,2000,Autumn,No Holiday,Yes,29,9,2018
290,6,14.6,81,1.0,2000,Autumn,No Holiday,Yes,29,9,2018
513,7,14.7,76,0.8,2000,Autumn,No Holiday,Yes,29,9,2018
848,8,15.7,65,1.2,2000,Autumn,No Holiday,Yes,29,9,2018
1076,9,18.3,58,1.4,1958,Autumn,No Holiday,Yes,29,9,2018
1071,10,20.8,52,1.5,2000,Autumn,No Holiday,Yes,29,9,2018
1284,11,22.3,50,1.3,2000,Autumn,No Holiday,Yes,29,9,2018
1495,12,23.8,44,1.7,2000,Autumn,No Holiday,Yes,29,9,2018
1752,13,24.9,40,1.4,2000,Autumn,No Holiday,Yes,29,9,2018
1892,14,26.2,33,1.8,2000,Autumn,No Holiday,Yes,29,9,2018
2065,15,26.5,33,1.4,2000,Autumn,No Holiday,Yes,29,9,2018
2254,16,26.6,34,1.3,2000,Autumn,No Holiday,Yes,29,9,2018
2432,17,26.3,31,1.0,2000,Autumn,No Holiday,Yes,29,9,2018
2397,18,24.8,41,0.5,2000,Autumn,No Holiday,Yes,29,9,2018
2021,19,22.5,43,0.4,2000,Autumn,No Holiday,Yes,29,9,2018
1835,20,21.3,46,0.1,2000,Autumn,No Holiday,Yes,29,9,2018
1781,21,20.1,54,1.2,2000,Autumn,No Holiday,Yes,29,9,2018
1501,22,19.3,55,0.5,2000,Autumn,No Holiday,Yes,29,9,2018
1229,23,18.6,59,0.7,2000,Autumn,No Holiday,Yes,29,9,2018
0,0,18.1,60,0.2,2000,Autumn,No Holiday,No,30,9,2018
0,1,17.5,66,0.5,2000,Autumn,No Holiday,No,30,9,2018
0,2,17.3,68,0.7,2000,Autumn,No Holiday,No,30,9,2018
0,3,17.0,70,0.9,2000,Autumn,No Holiday,No,30,9,2018
0,4,16.6,73,0.3,2000,Autumn,No Holiday,No,30,9,2018
0,5,16.1,78,0.4,2000,Autumn,No Holiday,No,30,9,2018
0,6,15.5,80,0.4,2000,Autumn,No Holiday,No,30,9,2018
0,7,15.1,81,0.8,1939,Autumn,No Holiday,No,30,9,2018
0,8,16.2,69,1.1,2000,Autumn,No Holiday,No,30,9,2018
0,9,18.5,62,0.5,1847,Autumn,No Holiday,No,30,9,2018
0,10,20.7,62,1.3,1679,Autumn,No Holiday,No,30,9,2018
0,11,20.2,63,2.8,1195,Autumn,No Holiday,No,30,9,2018
0,12,20.8,47,3.1,1665,Autumn,No Holiday,No,30,9,2018
0,13,21.1,42,4.6,1954,Autumn,No Holiday,No,30,9,2018
0,14,21.1,32,4.4,1999,Autumn,No Holiday,No,30,9,2018
0,15,21.3,32,3.8,2000,Autumn,No Holiday,No,30,9,2018
0,16,21.2,28,3.2,2000,Autumn,No Holiday,No,30,9,2018
0,17,20.4,31,3.2,2000,Autumn,No Holiday,No,30,9,2018
0,18,18.3,34,3.3,2000,Autumn,No Holiday,No,30,9,2018
0,19,17.1,35,2.9,2000,Autumn,No Holiday,No,30,9,2018
0,20,16.0,39,2.9,2000,Autumn,No Holiday,No,30,9,2018
0,21,15.2,40,3.0,2000,Autumn,No Holiday,No,30,9,2018
0,22,14.6,46,2.2,2000,Autumn,No Holiday,No,30,9,2018
0,23,14.1,53,2.1,2000,Autumn,No Holiday,No,30,9,2018
680,0,14.1,55,2.6,2000,Autumn,No Holiday,Yes,10,1,2018
402,1,13.9,57,2.0,2000,Autumn,No Holiday,Yes,10,1,2018
262,2,13.9,56,2.4,2000,Autumn,No Holiday,Yes,10,1,2018
179,3,13.6,56,1.6,2000,Autumn,No Holiday,Yes,10,1,2018
143,4,13.7,56,1.9,2000,Autumn,No Holiday,Yes,10,1,2018
246,5,13.7,57,1.8,1999,Autumn,No Holiday,Yes,10,1,2018
632,6,13.3,56,2.3,2000,Autumn,No Holiday,Yes,10,1,2018
1429,7,13.1,58,2.1,1997,Autumn,No Holiday,Yes,10,1,2018
2101,8,13.7,54,2.4,1960,Autumn,No Holiday,Yes,10,1,2018
1106,9,14.9,50,3.4,1989,Autumn,No Holiday,Yes,10,1,2018
856,10,16.3,47,3.6,1815,Autumn,No Holiday,Yes,10,1,2018
959,11,17.0,45,4.5,1966,Autumn,No Holiday,Yes,10,1,2018
1138,12,18.4,40,3.5,1958,Autumn,No Holiday,Yes,10,1,2018
1087,13,17.6,49,4.7,2000,Autumn,No Holiday,Yes,10,1,2018
1137,14,19.3,36,3.5,1986,Autumn,No Holiday,Yes,10,1,2018
1258,15,19.0,40,3.8,1983,Autumn,No Holiday,Yes,10,1,2018
1357,16,17.7,47,3.4,2000,Autumn,No Holiday,Yes,10,1,2018
1799,17,17.2,53,2.9,2000,Autumn,No Holiday,Yes,10,1,2018
2857,18,16.6,61,2.9,2000,Autumn,No Holiday,Yes,10,1,2018
2122,19,16.2,62,2.2,2000,Autumn,No Holiday,Yes,10,1,2018
1824,20,15.4,63,2.1,2000,Autumn,No Holiday,Yes,10,1,2018
1777,21,14.6,66,4.0,2000,Autumn,No Holiday,Yes,10,1,2018
1501,22,13.9,69,0.5,2000,Autumn,No Holiday,Yes,10,1,2018
1057,23,13.4,69,3.7,2000,Autumn,No Holiday,Yes,10,1,2018
0,0,13.0,72,1.8,1987,Autumn,No Holiday,No,10,2,2018
0,1,12.5,74,1.9,1992,Autumn,No Holiday,No,10,2,2018
0,2,12.3,75,1.6,1840,Autumn,No Holiday,No,10,2,2018
0,3,11.8,78,0.3,1843,Autumn,No Holiday,No,10,2,2018
0,4,11.2,80,0.3,1236,Autumn,No Holiday,No,10,2,2018
0,5,10.8,82,0.3,1778,Autumn,No Holiday,No,10,2,2018
0,6,10.6,81,0.0,1798,Autumn,No Holiday,No,10,2,2018
0,7,10.4,81,0.3,1956,Autumn,No Holiday,No,10,2,2018
0,8,11.2,69,0.9,1714,Autumn,No Holiday,No,10,2,2018
0,9,13.9,66,1.6,1427,Autumn,No Holiday,No,10,2,2018
0,10,16.7,58,2.4,1554,Autumn,No Holiday,No,10,2,2018
0,11,18.3,44,3.0,1878,Autumn,No Holiday,No,10,2,2018
0,12,19.4,41,3.1,1956,Autumn,No Holiday,No,10,2,2018
0,13,20.4,36,2.6,1776,Autumn,No Holiday,No,10,2,2018
0,14,21.5,39,2.5,1691,Autumn,No Holiday,No,10,2,2018
0,15,21.8,38,2.6,1913,Autumn,No Holiday,No,10,2,2018
0,16,21.7,36,3.2,1929,Autumn,No Holiday,No,10,2,2018
0,17,21.2,40,2.4,2000,Autumn,No Holiday,No,10,2,2018
0,18,19.2,48,2.2,2000,Autumn,No Holiday,No,10,2,2018
0,19,17.6,57,1.7,2000,Autumn,No Holiday,No,10,2,2018
0,20,16.8,62,2.0,2000,Autumn,No Holiday,No,10,2,2018
0,21,16.2,65,1.5,2000,Autumn,No Holiday,No,10,2,2018
0,22,15.5,69,0.8,1987,Autumn,No Holiday,No,10,2,2018
0,23,14.8,68,0.1,1994,Autumn,No Holiday,No,10,2,2018
1040,0,14.5,74,0.4,2000,Autumn,Holiday,Yes,10,3,2018
882,1,13.8,75,0.5,2000,Autumn,Holiday,Yes,10,3,2018
685,2,13.2,77,1.2,1972,Autumn,Holiday,Yes,10,3,2018
497,3,12.6,78,0.6,1907,Autumn,Holiday,Yes,10,3,2018
284,4,12.1,80,1.2,1834,Autumn,Holiday,Yes,10,3,2018
173,5,11.8,82,1.1,1878,Autumn,Holiday,Yes,10,3,2018
278,6,11.4,84,0.3,1742,Autumn,Holiday,Yes,10,3,2018
440,7,11.2,85,0.3,1593,Autumn,Holiday,Yes,10,3,2018
762,8,11.8,73,1.0,1649,Autumn,Holiday,Yes,10,3,2018
966,9,14.4,61,0.7,1340,Autumn,Holiday,Yes,10,3,2018
1113,10,17.3,53,0.7,1406,Autumn,Holiday,Yes,10,3,2018
1248,11,20.3,46,1.6,1409,Autumn,Holiday,Yes,10,3,2018
1634,12,21.4,40,1.4,1973,Autumn,Holiday,Yes,10,3,2018
1849,13,22.5,40,2.6,1854,Autumn,Holiday,Yes,10,3,2018
1995,14,23.4,35,1.6,1972,Autumn,Holiday,Yes,10,3,2018
2200,15,24.1,34,2.0,1996,Autumn,Holiday,Yes,10,3,2018
2112,16,24.0,34,2.7,2000,Autumn,Holiday,Yes,10,3,2018
2400,17,23.3,36,1.7,1960,Autumn,Holiday,Yes,10,3,2018
2235,18,21.5,43,1.8,2000,Autumn,Holiday,Yes,10,3,2018
1792,19,20.0,49,1.5,2000,Autumn,Holiday,Yes,10,3,2018
1744,20,18.6,55,1.5,2000,Autumn,Holiday,Yes,10,3,2018
1594,21,17.6,59,1.6,2000,Autumn,Holiday,Yes,10,3,2018
1393,22,16.9,63,0.2,2000,Autumn,Holiday,Yes,10,3,2018
1033,23,16.1,63,0.6,2000,Autumn,Holiday,Yes,10,3,2018
0,0,15.5,65,0.8,2000,Autumn,No Holiday,No,10,4,2018
0,1,14.7,69,0.6,2000,Autumn,No Holiday,No,10,4,2018
0,2,14.0,73,0.5,1992,Autumn,No Holiday,No,10,4,2018
0,3,13.6,75,0.8,1960,Autumn,No Holiday,No,10,4,2018
0,4,13.3,75,0.4,1792,Autumn,No Holiday,No,10,4,2018
0,5,13.2,73,0.9,1857,Autumn,No Holiday,No,10,4,2018
0,6,13.2,73,1.1,1900,Autumn,No Holiday,No,10,4,2018
0,7,13.2,75,0.8,1780,Autumn,No Holiday,No,10,4,2018
0,8,13.9,68,0.9,1912,Autumn,No Holiday,No,10,4,2018
0,9,16.7,58,1.8,1821,Autumn,No Holiday,No,10,4,2018
0,10,19.0,49,1.7,1980,Autumn,No Holiday,No,10,4,2018
0,11,21.3,41,1.9,1963,Autumn,No Holiday,No,10,4,2018
0,12,23.2,38,1.7,1990,Autumn,No Holiday,No,10,4,2018
0,13,23.4,39,1.4,2000,Autumn,No Holiday,No,10,4,2018
0,14,24.3,39,1.7,2000,Autumn,No Holiday,No,10,4,2018
0,15,25.3,39,1.6,2000,Autumn,No Holiday,No,10,4,2018
0,16,25.1,41,1.0,2000,Autumn,No Holiday,No,10,4,2018
0,17,24.2,44,1.5,2000,Autumn,No Holiday,No,10,4,2018
0,18,23.1,48,1.3,2000,Autumn,No Holiday,No,10,4,2018
0,19,22.3,50,1.4,2000,Autumn,No Holiday,No,10,4,2018
0,20,21.3,53,1.8,2000,Autumn,No Holiday,No,10,4,2018
0,21,20.5,57,2.0,2000,Autumn,No Holiday,No,10,4,2018
0,22,19.8,60,1.6,2000,Autumn,No Holiday,No,10,4,2018
0,23,19.4,62,1.7,2000,Autumn,No Holiday,No,10,4,2018
973,0,19.0,64,1.9,2000,Autumn,No Holiday,Yes,10,5,2018
735,1,18.6,66,1.7,2000,Autumn,No Holiday,Yes,10,5,2018
515,2,18.2,64,2.0,2000,Autumn,No Holiday,Yes,10,5,2018
329,3,18.0,61,1.8,2000,Autumn,No Holiday,Yes,10,5,2018
221,4,17.7,57,1.3,2000,Autumn,No Holiday,Yes,10,5,2018
223,5,17.6,57,1.1,2000,Autumn,No Holiday,Yes,10,5,2018
531,6,17.7,55,1.5,2000,Autumn,No Holiday,Yes,10,5,2018
282,7,17.7,56,1.3,2000,Autumn,No Holiday,Yes,10,5,2018
208,8,16.9,72,1.3,2000,Autumn,No Holiday,Yes,10,5,2018
47,9,16.3,85,1.8,942,Autumn,No Holiday,Yes,10,5,2018
33,10,15.8,89,1.8,742,Autumn,No Holiday,Yes,10,5,2018
29,11,16.1,89,2.4,1112,Autumn,No Holiday,Yes,10,5,2018
23,12,16.6,90,1.7,518,Autumn,No Holiday,Yes,10,5,2018
22,13,16.9,95,1.6,325,Autumn,No Holiday,Yes,10,5,2018
17,14,17.2,95,1.6,553,Autumn,No Holiday,Yes,10,5,2018
8,15,17.2,96,0.6,213,Autumn,No Holiday,Yes,10,5,2018
28,16,17.1,97,1.7,382,Autumn,No Holiday,Yes,10,5,2018
66,17,16.9,97,2.1,728,Autumn,No Holiday,Yes,10,5,2018
74,18,16.7,96,1.6,1461,Autumn,No Holiday,Yes,10,5,2018
55,19,16.6,96,2.4,1072,Autumn,No Holiday,Yes,10,5,2018
44,20,16.5,96,2.7,1047,Autumn,No Holiday,Yes,10,5,2018
32,21,16.5,96,2.2,963,Autumn,No Holiday,Yes,10,5,2018
23,22,16.2,92,2.6,1771,Autumn,No Holiday,Yes,10,5,2018
4,23,16.3,91,1.8,1811,Autumn,No Holiday,Yes,10,5,2018
0,0,16.4,94,1.8,1744,Autumn,No Holiday,No,10,6,2018
0,1,16.7,89,2.4,1814,Autumn,No Holiday,No,10,6,2018
0,2,16.9,88,2.5,2000,Autumn,No Holiday,No,10,6,2018
0,3,16.8,90,3.3,1601,Autumn,No Holiday,No,10,6,2018
0,4,16.9,89,2.7,1577,Autumn,No Holiday,No,10,6,2018
0,5,16.7,93,2.8,360,Autumn,No Holiday,No,10,6,2018
0,6,16.5,96,2.3,417,Autumn,No Holiday,No,10,6,2018
5,7,16.5,97,2.3,364,Autumn,No Holiday,Yes,10,6,2018
6,8,16.6,97,2.0,457,Autumn,No Holiday,Yes,10,6,2018
5,9,16.7,97,2.9,550,Autumn,No Holiday,Yes,10,6,2018
2,10,17.0,97,1.5,676,Autumn,No Holiday,Yes,10,6,2018
20,11,17.5,95,2.0,1214,Autumn,No Holiday,Yes,10,6,2018
130,12,18.0,92,2.9,1999,Autumn,No Holiday,Yes,10,6,2018
529,13,17.7,89,5.0,2000,Autumn,No Holiday,Yes,10,6,2018
941,14,19.3,79,3.6,2000,Autumn,No Holiday,Yes,10,6,2018
1236,15,21.0,67,4.1,2000,Autumn,No Holiday,Yes,10,6,2018
1601,16,21.5,62,3.4,2000,Autumn,No Holiday,Yes,10,6,2018
1870,17,21.1,64,1.2,2000,Autumn,No Holiday,Yes,10,6,2018
2012,18,20.5,66,1.2,2000,Autumn,No Holiday,Yes,10,6,2018
1761,19,19.7,72,0.6,2000,Autumn,No Holiday,Yes,10,6,2018
1567,20,19.4,67,0.8,2000,Autumn,No Holiday,Yes,10,6,2018
1731,21,18.5,78,0.1,2000,Autumn,No Holiday,Yes,10,6,2018
1459,22,17.7,78,0.3,2000,Autumn,No Holiday,Yes,10,6,2018
1162,23,16.9,84,0.9,2000,Autumn,No Holiday,Yes,10,6,2018
1049,0,16.3,86,0.3,2000,Autumn,No Holiday,Yes,10,7,2018
768,1,16.0,88,1.2,2000,Autumn,No Holiday,Yes,10,7,2018
538,2,15.7,88,0.4,2000,Autumn,No Holiday,Yes,10,7,2018
372,3,15.5,88,1.7,1998,Autumn,No Holiday,Yes,10,7,2018
255,4,15.1,90,1.2,850,Autumn,No Holiday,Yes,10,7,2018
146,5,15.1,89,1.1,1615,Autumn,No Holiday,Yes,10,7,2018
189,6,14.8,89,0.2,1490,Autumn,No Holiday,Yes,10,7,2018
345,7,14.3,89,0.6,1165,Autumn,No Holiday,Yes,10,7,2018
589,8,14.6,71,1.0,1896,Autumn,No Holiday,Yes,10,7,2018
753,9,16.2,60,1.9,1899,Autumn,No Holiday,Yes,10,7,2018
932,10,18.1,56,2.6,1720,Autumn,No Holiday,Yes,10,7,2018
1188,11,19.1,56,2.4,1802,Autumn,No Holiday,Yes,10,7,2018
1516,12,19.8,46,2.5,1837,Autumn,No Holiday,Yes,10,7,2018
1714,13,20.1,41,3.0,1963,Autumn,No Holiday,Yes,10,7,2018
1987,14,20.2,42,2.8,1832,Autumn,No Holiday,Yes,10,7,2018
2167,15,20.4,36,2.8,2000,Autumn,No Holiday,Yes,10,7,2018
2270,16,20.7,34,2.0,2000,Autumn,No Holiday,Yes,10,7,2018
2255,17,19.4,32,3.2,2000,Autumn,No Holiday,Yes,10,7,2018
2069,18,17.9,29,2.8,2000,Autumn,No Holiday,Yes,10,7,2018
1608,19,16.6,36,1.4,2000,Autumn,No Holiday,Yes,10,7,2018
1519,20,15.5,37,1.9,2000,Autumn,No Holiday,Yes,10,7,2018
1385,21,14.4,36,1.0,2000,Autumn,No Holiday,Yes,10,7,2018
1160,22,13.6,38,1.5,2000,Autumn,No Holiday,Yes,10,7,2018
840,23,12.9,38,1.5,2000,Autumn,No Holiday,Yes,10,7,2018
711,0,12.3,44,0.8,2000,Autumn,No Holiday,Yes,10,8,2018
390,1,11.7,52,1.1,2000,Autumn,No Holiday,Yes,10,8,2018
265,2,11.1,56,1.4,2000,Autumn,No Holiday,Yes,10,8,2018
192,3,10.8,59,0.5,2000,Autumn,No Holiday,Yes,10,8,2018
123,4,10.4,61,0.6,2000,Autumn,No Holiday,Yes,10,8,2018
215,5,9.8,63,0.5,2000,Autumn,No Holiday,Yes,10,8,2018
503,6,9.5,68,0.9,2000,Autumn,No Holiday,Yes,10,8,2018
1206,7,9.2,72,1.0,2000,Autumn,No Holiday,Yes,10,8,2018
2005,8,9.9,66,1.2,2000,Autumn,No Holiday,Yes,10,8,2018
1166,9,12.2,51,0.7,1918,Autumn,No Holiday,Yes,10,8,2018
943,10,15.0,44,0.5,1839,Autumn,No Holiday,Yes,10,8,2018
1117,11,17.9,39,1.3,1873,Autumn,No Holiday,Yes,10,8,2018
1238,12,19.2,31,0.5,1994,Autumn,No Holiday,Yes,10,8,2018
1303,13,20.2,28,1.3,2000,Autumn,No Holiday,Yes,10,8,2018
1358,14,20.2,24,1.5,2000,Autumn,No Holiday,Yes,10,8,2018
1502,15,20.6,26,1.2,2000,Autumn,No Holiday,Yes,10,8,2018
1603,16,20.3,25,1.8,2000,Autumn,No Holiday,Yes,10,8,2018
2127,17,20.0,28,0.7,2000,Autumn,No Holiday,Yes,10,8,2018
2787,18,18.1,39,1.0,2000,Autumn,No Holiday,Yes,10,8,2018
2150,19,16.4,42,1.8,2000,Autumn,No Holiday,Yes,10,8,2018
1838,20,15.5,45,2.2,2000,Autumn,No Holiday,Yes,10,8,2018
1788,21,15.1,48,2.6,2000,Autumn,No Holiday,Yes,10,8,2018
1636,22,14.4,49,1.1,2000,Autumn,No Holiday,Yes,10,8,2018
1196,23,13.5,55,0.5,2000,Autumn,No Holiday,Yes,10,8,2018
0,0,12.6,54,0.2,2000,Autumn,Holiday,No,10,9,2018
0,1,12.0,58,0.7,2000,Autumn,Holiday,No,10,9,2018
0,2,11.4,65,1.1,2000,Autumn,Holiday,No,10,9,2018
0,3,11.0,66,0.9,2000,Autumn,Holiday,No,10,9,2018
0,4,11.0,63,0.8,2000,Autumn,Holiday,No,10,9,2018
0,5,10.8,64,0.8,2000,Autumn,Holiday,No,10,9,2018
0,6,10.8,69,0.8,2000,Autumn,Holiday,No,10,9,2018
0,7,10.9,70,0.7,2000,Autumn,Holiday,No,10,9,2018
0,8,11.4,66,0.8,1991,Autumn,Holiday,No,10,9,2018
0,9,12.8,57,1.2,1838,Autumn,Holiday,No,10,9,2018
0,10,14.8,51,1.0,1998,Autumn,Holiday,No,10,9,2018
0,11,16.4,45,0.7,2000,Autumn,Holiday,No,10,9,2018
0,12,18.3,40,0.6,1995,Autumn,Holiday,No,10,9,2018
0,13,19.2,39,1.0,2000,Autumn,Holiday,No,10,9,2018
0,14,18.8,39,1.6,2000,Autumn,Holiday,No,10,9,2018
0,15,18.3,40,1.2,2000,Autumn,Holiday,No,10,9,2018
0,16,19.0,39,1.4,2000,Autumn,Holiday,No,10,9,2018
0,17,18.4,39,2.1,2000,Autumn,Holiday,No,10,9,2018
0,18,17.7,43,1.5,2000,Autumn,Holiday,No,10,9,2018
0,19,17.3,47,2.2,2000,Autumn,Holiday,No,10,9,2018
0,20,17.0,49,1.4,2000,Autumn,Holiday,No,10,9,2018
0,21,16.8,52,1.6,2000,Autumn,Holiday,No,10,9,2018
0,22,16.7,55,1.9,2000,Autumn,Holiday,No,10,9,2018
0,23,16.6,53,1.1,2000,Autumn,Holiday,No,10,9,2018
643,0,16.6,53,0.9,2000,Autumn,No Holiday,Yes,10,10,2018
144,1,16.6,57,1.5,2000,Autumn,No Holiday,Yes,10,10,2018
55,2,14.4,91,0.4,402,Autumn,No Holiday,Yes,10,10,2018
90,3,14.3,95,1.0,967,Autumn,No Holiday,Yes,10,10,2018
82,4,14.3,92,2.0,714,Autumn,No Holiday,Yes,10,10,2018
152,5,13.6,89,2.7,990,Autumn,No Holiday,Yes,10,10,2018
